rank,freq,word,풀이,품사
755,419,너무나,,부
755,419,영어02,英語,명
756,418,계속하다03,繼續-,동
756,418,이익02,利益,명
756,418,학습,學習,명
757,417,달리다04,말을 ～,동
758,416,나머지,,명
758,416,불과하다,不過-,형
759,415,소년01,少年,명
759,415,후보04,候補,명
760,414,너희,,대
761,413,물론01,勿論,명
761,413,속하다02,屬-,동
761,413,응01,,감
762,412,노력하다01,努力-,동
762,412,불리다04,선생님에게 ～,동
762,412,자본02,資本,명
762,412,추구하다01,追求-,동
762,412,판단,判斷,명
763,411,기대하다,期待-,동
763,411,사고12,事故,명
763,411,텔레비전,television,명
764,410,관점02,觀點,명
764,410,내려가다,,동
764,410,초기04,初期,명
764,410,한06,限,명
765,409,계기04,契機,명
765,409,성장01,成長,명
766,408,세대02,世代,명
766,408,어둡다,,형
767,407,대답하다,對答-,동
767,407,설명,說明,명
767,407,안다01,,동
768,406,경향02,傾向,명
768,406,배01,신체의 일부,명
769,405,늦다,,형
770,404,쉬다03,편안히 ～,동
770,404,줄이다,,동
770,404,증인01,證人,명
771,403,건설,建設,명
771,403,진행되다,進行-,동
771,403,행정01,行政,명
772,402,결혼하다,結婚-,동
772,402,계속되다02,繼續-,동
772,402,의지06,意志,명
772,402,종합,綜合,명
773,401,가리키다01,,동
773,401,부인01,夫人,명
773,401,작년,昨年,명
773,401,작용01,作用,명
774,400,내부04,內部,명
774,400,유명하다01,有名-,형
775,399,고치다01,수리,동
775,399,따위,,의
775,399,복잡하다,複雜-,형
775,399,수출03,輸出,명
775,399,희망,希望,명
776,398,언제01,,부
776,398,이미지,image,명
776,398,조정09,調整,명
777,397,끊다,,동
777,397,독자04,讀者,명
777,397,피우다01,,동
778,396,가볍다,,형
778,396,목01,목구멍,명
779,395,정리하다,整理-,동
780,394,깨닫다,,동
780,394,바닥01,,명
780,394,반대03,反對,명
780,394,새로,,부
780,394,자본주의,資本主義,명
780,394,젊은이,,명
780,394,최대,最大,명
781,393,모양02,模樣,의
781,393,벗다,,동
781,393,조치04,措置,명
782,392,구월02,九月,명
783,390,교사09,敎師,명
783,390,위원장,委員長,명
784,389,빠지다01,머리가 ～,동
784,389,오전02,午前,명
784,389,탓,,명
785,388,검다02,,형
785,388,돕다,,동
785,388,약간,若干,부
785,388,중앙01,中央,명
786,387,가득01,～ 차다,부
786,387,배경01,背景,명
786,387,푸르다,,형
787,386,상당히,相當-,부
787,386,옳다01,,형
787,386,장22,張,의
788,385,기대03,期待/企待,명
788,385,민주주의,民主主義,명
788,385,스포츠,sports,명
788,385,이기다01,적에게 ～,동
788,385,자연스럽다,自然-,형
788,385,크기,,명
789,384,동네,洞-,명
789,384,모임01,,명
789,384,분명히,分明-,부
789,384,주택,住宅,명
790,383,매체,媒體,명
791,382,대15,臺,의
791,382,버스02,bus,명
791,382,사정07,事情,명
791,382,선14,線,명
791,382,적극적,積極的,명
791,382,한참,,명
792,381,말씀하다,,동
792,381,무역02,貿易,명
792,381,죄03,罪,명
792,381,킬로미터,kilometer,의
793,380,화면05,畫面,명
793,380,흔들다,,동
794,379,나름,,의
794,379,카드,card,명
795,378,거래02,去來,명
795,378,기초06,基礎,명
795,378,분석하다02,分析-,동
795,378,유월01,六∇月,명
795,378,전자06,電子,명
796,377,손님,,명
796,377,싸우다,,동
796,377,터지다,,동
797,376,드리다01,주다,동
797,376,어둠,,명
797,376,지적하다,指摘-,동
798,375,가끔,,부
798,375,개03,동물,명
798,375,새벽01,,명
798,375,희다,,형
799,374,살리다,,동
799,374,세월02,歲月,명
799,374,여부01,與否,명
800,373,논리,論理,명
801,372,만약,萬若,명
802,371,다섯,,관
802,371,대답,對答,명
802,371,발전하다01,發展-,동
802,371,비평,批評,명
802,371,자유롭다,自由-,형
802,371,펴다,,동
803,370,기울이다,,동
803,370,남녀,男女,명
803,370,따지다01,잘못을 ～,동
803,370,부족하다,不足-,형
803,370,오월01,五月,명
803,370,천천히,,부
803,370,추진하다02,推進-,동
803,370,칠월,七月,명
804,369,사용04,使用,명
804,369,이른바,,부
804,369,피02,신체,명
805,368,높이다,,동
805,368,도대체,都大體,부
805,368,작용하다01,作用-,동
805,368,처리02,處理,명
805,368,키우다,,동
806,367,그니까,,접
806,367,단순하다,單純-,형
806,367,맺다,,동
806,367,일정하다,一定-,형
807,366,보통,普通,명
807,366,비용03,費用,명
807,366,시스템,system,명
808,365,감각02,感覺,명
808,365,그중,-中,명
808,365,길이01,,명
808,365,약속,約束,명
808,365,찾아보다,,동
808,365,할머니,,명
809,364,견디다,,동
809,364,당장02,當場,명
809,364,똑같다,,형
809,364,비록01,,부
809,364,서로01,,명
810,363,미소05,微笑,명
810,363,부담01,負擔,명
810,363,어려움,,명
810,363,위05,位,의
810,363,투쟁,鬪爭,명
811,362,고맙다01,감사,형
811,362,기록하다,記錄-,동
811,362,특별,特別,명
811,362,한쪽,,명
812,361,고대04,古代,명
812,361,닦다01,,동
812,361,폭력,暴力,명
812,361,하얗다,,형
813,360,경제적,經濟的,관
813,360,눈치,,명
813,360,멀리01,,부
813,360,앞서다,,동
813,360,직장05,職場,명
813,360,포기하다01,抛棄-,동
814,359,넘기다,,동
814,359,시작01,始作,명
814,359,이러다,,동
815,358,교회02,敎會,명
815,358,노조02,勞組,명
815,358,카메라,camera,명
815,358,코01,콧물,명
816,357,떼다01,벽보를 ～,동
816,357,뽑다,,동
817,356,관련하다,關聯-,동
817,356,내밀다,,동
817,356,맑다01,,형
817,356,며칠,,명
817,356,바쁘다,,형
817,356,움직임,,명
817,356,이웃,,명
818,355,민중,民衆,명
818,355,법01,法,의
818,355,빼다01,가시를 ～,동
818,355,사항02,事項,명
818,355,흘리다,,동
819,354,공연02,公演,명
819,354,떨다01,,동
819,354,성공하다,成功-,동
819,354,수입02,輸入,명
819,354,아까,,부
819,354,활용하다,活用-,동
820,353,내일,來日,명
820,353,따다01,떼다,동
820,353,미안하다,未安-,형
820,353,자녀01,子女,명
820,353,조사하다12,調査-,동
820,353,철학,哲學,명
820,353,흐름,,명
821,352,보도04,報道,명
821,352,생각되다,,동
821,352,역사적,歷史的,관
822,351,가방01,～을 메다,명
822,351,내년,來年,명
822,351,소프트웨어,software,명
822,351,평소,平素,명
823,350,고등학교,高等學校,명
823,350,공기06,空氣,명
823,350,마침내,,부
823,350,상호04,相互,명
823,350,인류01,人類,명
823,350,충분히,充分-,부
824,349,구성되다,構成-,동
824,349,소개하다01,紹介-,동
824,349,수많다,數-,형
824,349,집안01,,명
824,349,축구04,蹴球,명
825,348,문명03,文明,명
825,348,선배,先輩,명
825,348,참여,參與,명
825,348,침대02,寢臺,명
825,348,평균,平均,명
826,347,벌어지다02,싸움이 ～,동
826,347,학자01,學者,명
827,346,삼촌,三寸,명
827,346,예예01,,감
827,346,평화02,平和,명
828,345,거두다,,동
828,345,보호01,保護,명
828,345,줄01,오십 ～의 아내,명
829,344,견해02,見解,명
829,344,따뜻하다,,형
829,344,불다01,바람이 ～,동
829,344,인구01,人口,명
829,344,준비하다,準備-,동
829,344,지도자,指導者,명
829,344,호흡,呼吸,명
830,343,단위02,單位,명
830,343,무렵,,의
830,343,종교,宗敎,명
830,343,한계,限界,명
831,342,그까,,접
831,342,더불다,,동
831,342,도착하다01,到着-,동
831,342,재산,財産,명
831,342,찾아가다,,동
831,342,팔01,신체,명
832,341,소녀02,少女,명
832,341,에02,,감
832,341,의료02,醫療,명
832,341,치르다,,동
832,341,협상01,協商,명
832,341,확실하다,確實-,형
833,340,까닭,,명
833,340,소식04,消息,명
833,340,잡히다02,피동사,동
834,339,겨우,,부
834,339,쌀,,명
834,339,어쩌면,,부
834,339,펼치다,,동
835,338,정당07,政黨,명
836,337,그치다,,동
836,337,논의02,論議,명
836,337,데리다,,동
836,337,들려오다,,동
836,337,뿌리,,명
836,337,숲01,,명
837,336,눈길01,～을 피하다,명
837,336,아예,,부
837,336,언제01,,대
837,336,지배01,支配,명
838,334,맞다03,매를 ～,동
838,334,제외하다,除外-,동
838,334,청년,靑年,명
838,334,회원,會員,명
839,333,살피다01,,동
839,333,회담,會談,명
840,332,임금03,賃金,명
840,332,지르다03,소리를 ～,동
841,331,싸움,,명
842,330,그다음,,명
842,330,비교하다,比較-,동
842,330,일월01,一月,명
843,329,누르다01,힘을 가하다,동
843,329,수업04,授業,명
843,329,자꾸01,,부
843,329,프로03,professional,명
843,329,혹시01,或是,부
843,329,훌륭하다,,형
844,328,뜨다05,눈을 ～,동
844,328,손가락,,명
844,328,잘못되다,,동
844,328,특별하다,特別-,형
845,327,미리01,,부
845,327,팔월,八月,명
845,327,학문02,學問,명
846,326,다소01,多少,부
846,326,다하다,,동
846,326,모델,model,명
846,326,바위01,,명
846,326,약하다01,弱-,형
847,325,연구하다02,硏究-,동
848,324,규정하다03,規定-,동
848,324,기13,氣,명
848,324,기르다,,동
848,324,스스로,,명
848,324,싣다01,,동
848,324,십,,관
848,324,오른쪽,,명
849,323,기사10,記事,명
849,323,세포02,細胞,명
849,323,점차02,漸次,부
849,323,짓01,,명
849,323,초07,秒,의
850,322,단지04,但只,접
850,322,때로,,부
850,322,시월01,十▼月,명
850,322,에너지,energy,명
850,322,종이01,,명
850,322,챙기다,,동
851,321,그림자,,명
851,321,오래02,,부
851,321,올라오다,,동
852,320,사회주의,社會主義,명
852,320,새끼02,자식～,명
852,320,아무것,,명
852,320,지위04,地位,명
852,320,행복하다,幸福-,형
853,319,물가02,物價,명
853,319,불가능하다,不可能-,형
853,319,포함되다01,包含-,동
854,318,개선01,改善,명
854,318,실험,實驗,명
854,318,재료01,材料,명
854,318,책상01,冊床,명
855,317,무겁다,,형
855,317,사례05,事例,명
856,316,깊이02,,부
856,316,비판01,批判,명
856,316,절차02,節次,명
856,316,줄어들다,,동
857,315,뜨겁다,,형
857,315,소재05,素材,명
857,315,약07,藥,명
857,315,제작02,製作,명
857,315,첫째,,수
858,314,기반01,基盤,명
858,314,기억하다02,記憶-,동
858,314,역시01,亦是,접
859,313,근거,根據,명
859,313,뇌03,腦,명
859,313,도로07,道路,명
859,313,주어지다,,동
860,312,강01,江,명
860,312,낮,,명
860,312,마련,,의
860,312,십일월,十一月,명
860,312,왕04,王,명
861,311,당연하다01,當然-,형
861,311,쏟아지다,,동
861,311,안정01,安定,명
861,311,이외01,以外,명
861,311,재벌02,財閥,명
862,310,개발하다,開發-,동
862,310,계시다,,보
862,310,고려하다01,考慮-,동
862,310,울리다01,종이 ～,동
862,310,편하다,便-,형
863,309,부드럽다,,형
864,308,거대하다,巨大-,형
864,308,넘어가다01,,동
864,308,물어보다,,동
864,308,여론02,輿論,명
865,307,막히다,,동
865,307,발표01,發表,명
865,307,잘못,,명
866,306,권리,權利,명
866,306,그렇지만,,접
866,306,띠다01,,동
866,306,식사03,食事,명
866,306,쓰다02,모자를 ～,동
866,306,왜냐하면,,접
866,306,의사02,意思,명
866,306,인사02,人事,명
866,306,평가하다,評價-,동
867,305,권01,卷,의
867,305,끝내다,,동
867,305,낫다02,더 좋다,형
867,305,늘다01,,동
867,305,돌아보다,,동
867,305,범죄,犯罪,명
867,305,사무실,事務室,명
868,304,결론02,結論,명
868,304,벌다02,돈을 ～,동
868,304,이하02,以下,명
868,304,충격02,衝擊,명
868,304,화제07,話題,명
869,303,미술,美術,명
869,303,배02,～를 띄우다,명
869,303,주인공,主人公,명
869,303,주체02,主體,명
869,303,해결02,解決,명
870,302,둘째,,수
870,302,쌓이다,,동
870,302,채우다03,자리를 ～,동
870,302,춤01,～을 추다,명
870,302,키01,신장,명
870,302,판매,販賣,명
871,301,군05,軍,명
871,301,예산02,豫算,명
871,301,폭06,幅,명
872,300,계시다,,동
872,300,공사02,工事,명
872,300,인력01,人力,명
872,300,즐겁다,,형
873,299,뜨다01,솟아오르다,동
873,299,불법01,不法,명
873,299,이념,理念,명
873,299,형성되다,形成-,동
874,298,입술,,명
874,298,해01,한 ～,의
875,297,상대방02,相對方,명
875,297,서양,西洋,명
875,297,양식04,樣式,명
875,297,어서01,,부
875,297,이월01,二月,명
875,297,적어도,,부
876,296,공식01,公式,명
876,296,널리,,부
876,296,돌02,석재,명
876,296,매일,每日,부
876,296,사고14,思考,명
876,296,젖다01,,동
876,296,평02,坪,의
877,295,급04,級,명
877,295,단09,單,관
877,295,대11,對,의
877,295,시각04,視角,명
877,295,올02,올해,관
878,294,공동체,共同體,명
878,294,교통01,交通,명
878,294,의자03,椅子,명
878,294,쥐다01,,동
878,294,형제01,兄弟,명
878,294,화장실,化粧室,명
879,293,강력하다,强力-,형
879,293,무어01,무엇,대
879,293,성과01,成果,명
879,293,온01,,관
880,292,형성01,形成,명
881,291,극복하다01,克服-,동
881,291,늙다,,동
881,291,발견되다,發見-,동
881,291,비밀,祕密,명
881,291,사물10,事物,명
881,291,시계01,時計,명
881,291,총리01,總理,명
882,290,들여다보다,,동
882,290,야당,野黨,명
883,289,개방04,開放,명
883,289,문제점,問題點,명
883,289,성경03,聖經,명
883,289,자원04,資源,명
883,289,좁다01,,형
883,289,지켜보다,,동
884,288,낯설다,,형
884,288,불안01,不安,명
884,288,일찍,,부
885,287,곁01,,명
885,287,깨끗하다,,형
885,287,밀다01,,동
885,287,얼른02,,부
885,287,차리다,,동
885,287,화06,火,명
886,286,공원03,公園,명
886,286,무기05,武器,명
886,286,불안하다,不安-,형
886,286,옛01,,관
886,286,오랜,,관
886,286,적다01,답을 ～,동
887,285,걸음,,명
887,285,내세우다,,동
887,285,당국02,當局,명
887,285,의문02,疑問,명
888,284,교실,敎室,명
888,284,그만큼,,부
888,284,기구15,機構,명
888,284,여유,餘裕,명
888,284,왼쪽,,명
888,284,우려01,憂慮,명
888,284,운명01,運命,명
888,284,중간01,中間,명
888,284,협력,協力,명
889,283,대형04,大型,명
889,283,실리다01,피동사,동
889,283,영상01,映像,명
889,283,제목02,題目,명
890,282,가만히,,부
890,282,게다가,,부
890,282,맡기다,,동
890,282,설치하다01,設置-,동
890,282,커지다,,동
891,281,경기05,景氣,명
891,281,따로,,부
891,281,무너지다,,동
891,281,어찌,,부
892,280,눈빛01,～이 매섭다,명
892,280,문득01,,부
892,280,진정하다01,眞正-,형
892,280,훈련,訓鍊/訓練,명
893,279,곱다02,아름답다,형
893,279,바람직하다,,형
893,279,비로소,,부
893,279,자14,字,명
894,278,검사03,檢査,명
894,278,도05,度,의
894,278,범주05,範疇,명
894,278,서두르다,,동
894,278,위험,危險,명
895,277,달리다01,문에 종이 ～,동
895,277,무척01,,부
895,277,조금씩,,부
896,276,눈04,～이 내리다,명
896,276,닿다01,,동
896,276,무릎,,명
897,275,고민,苦悶,명
897,275,독립,獨立,명
897,275,상당하다02,相當-,형
897,275,씻다,,동
897,275,외부02,外部,명
897,275,핵심,核心,명
898,274,뛰다02,빨리 나아가다,동
898,274,섬03,～과 육지,명
898,274,쌓다,,동
898,274,잘되다,,동
898,274,커뮤니케이션 ,communication,명
899,273,간단하다02,簡單-,형
899,273,건축01,建築,명
899,273,아가씨,,명
900,272,감추다,,동
